study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	library_strategy	library_source	library_selection	read_count	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_md5	fastq_ftp	submitted_md5	submitted_ftp	submitted_format	sample_alias
PRJEB49093	SAMEA13188786	ERS10792323	ERX8573881	ERR9030471	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	188150	MinION sequencing; Raw reads: R15311-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-R15311-nanopore	webin-reads-R15311-nanopore	3f9d5f75da486666773e6a8e49ef20c5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/001/ERR9030471/ERR9030471.fastq.gz	376ac0ff43c4647a04d3c935f77e8ebc	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030471/R15311.subsampled.fastq.gz	FASTQ	R15311
PRJEB49093	SAMEA13188679	ERS10792216	ERX8573883	ERR9030473	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_1-30-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-30-illumina	webin-reads-mada_1-30-illumina	a96a965960cb941bb9cd39a01048825a;056a95e8534e12d2b0e4ede80fb38198	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/003/ERR9030473/ERR9030473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/003/ERR9030473/ERR9030473_2.fastq.gz	4267864c93a9a92fe5cb7280170bc849;ee0e5b135b76912c679933ccb190e130	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030473/mada_1-30.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030473/mada_1-30.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_1-30
PRJEB49093	SAMEA13188716	ERS10792253	ERX8573884	ERR9030474	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	111890	MinION sequencing; Raw reads: mada_1-46-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-46-nanopore	webin-reads-mada_1-46-nanopore	5a4b402394e19be1f45b7c55c34a055f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/004/ERR9030474/ERR9030474.fastq.gz	bdab9b0f1d4cfd5c3c7ea6f00cc74504	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030474/mada_1-46.subsampled.fastq.gz	FASTQ	mada_1-46
PRJEB49093	SAMEA13188726	ERS10792263	ERX8573885	ERR9030475	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	523947	MinION sequencing; Raw reads: mada_1-10-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-10-nanopore	webin-reads-mada_1-10-nanopore	b31ebeaef2a3bda967b037cb36b5204c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/005/ERR9030475/ERR9030475.fastq.gz	de202888f37810955bba84e4c3ed76ab	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030475/mada_1-10.subsampled.fastq.gz	FASTQ	mada_1-10
PRJEB49093	SAMEA13188684	ERS10792221	ERX8573886	ERR9030476	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	240379	MinION sequencing; Raw reads: mada_1-47-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-47-nanopore	webin-reads-mada_1-47-nanopore	defb9f054d44ded917f1dc27fa7a5835	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/006/ERR9030476/ERR9030476.fastq.gz	7855d0377ec4e4f10c300887ecd345f8	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030476/mada_1-47.subsampled.fastq.gz	FASTQ	mada_1-47
PRJEB49093	SAMEA13188736	ERS10792273	ERX8573887	ERR9030477	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	134326	MinION sequencing; Raw reads: mada_103-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_103-nanopore	webin-reads-mada_103-nanopore	f5de36266e76e71a90c75415a3e14529	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/007/ERR9030477/ERR9030477.fastq.gz	01319f6674b0b90f679ba9ebce02b31d	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030477/mada_103.subsampled.fastq.gz	FASTQ	mada_103
PRJEB49093	SAMEA13188725	ERS10792262	ERX8573888	ERR9030478	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	154976	MinION sequencing; Raw reads: mada_1-19-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-19-nanopore	webin-reads-mada_1-19-nanopore	1e20c92f3c1006bc8fa152a93b0a9a33	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/008/ERR9030478/ERR9030478.fastq.gz	d0011b7b645bbce025c99b3f0caa3cdd	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030478/mada_1-19.subsampled.fastq.gz	FASTQ	mada_1-19
PRJEB49093	SAMEA13188806	ERS10792343	ERX8573889	ERR9030479	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	GridION		SINGLE	WGS	GENOMIC	unspecified	516229	GridION sequencing; Raw reads: 18_0622456-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-18_0622456-nanopore	webin-reads-18_0622456-nanopore	89b3aceeab2025623f33af599cc4581e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/009/ERR9030479/ERR9030479.fastq.gz	49e9402adaf0f9e7bf5316d2ae5965c6	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030479/18_0622456.subsampled.fastq.gz	FASTQ	18_0622456
PRJEB49093	SAMEA13188733	ERS10792270	ERX8573890	ERR9030480	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_1-21-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-21-illumina	webin-reads-mada_1-21-illumina	2ead6b5df193dc47d4a1ca05c72f819b;94a23781daf310efb5bb8b2c2e12e759	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/000/ERR9030480/ERR9030480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/000/ERR9030480/ERR9030480_2.fastq.gz	86f4086096fd476e50e5536e117c0cea;179aae8337f6419c2ea6fdc7820fcf81	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030480/mada_1-21.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030480/mada_1-21.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_1-21
PRJEB49093	SAMEA13188735	ERS10792272	ERX8573891	ERR9030481	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	1183181	MinION sequencing; Raw reads: mada_141-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_141-nanopore	webin-reads-mada_141-nanopore	c1f9dea7db6064cb84eb3aed0a9c738f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/001/ERR9030481/ERR9030481.fastq.gz	b7c534ae160021e7b11ed170cc13d6b2	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030481/mada_141.subsampled.fastq.gz	FASTQ	mada_141
PRJEB49093	SAMEA13188774	ERS10792311	ERX8573892	ERR9030482	1773	Mycobacterium tuberculosis	ILLUMINA	NextSeq 500		PAIRED	WGS	GENOMIC	unspecified	1521928	NextSeq 500 sequencing; Raw reads: R28012-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-R28012-illumina	webin-reads-R28012-illumina	7e44a50179bf5bef592de965fcbb30bf;6a0ab33d9c2178ec6f505ed4ed815c6a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/002/ERR9030482/ERR9030482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/002/ERR9030482/ERR9030482_2.fastq.gz	1ed227fb6452a6b391a869f4655ec77c;ead149707b1cffc172459ac6559742ec	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030482/R28012.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030482/R28012.subsampled.R2.fastq.gz	FASTQ;FASTQ	R28012
PRJEB49093	SAMEA13188717	ERS10792254	ERX8573893	ERR9030483	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_2-25-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_2-25-illumina	webin-reads-mada_2-25-illumina	57baeed9328f4931a9228ee48449d766;b698c3ea19212fe9ab68d2e84e7bcdc0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/003/ERR9030483/ERR9030483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/003/ERR9030483/ERR9030483_2.fastq.gz	03679a8d7b0d4522fe9cdbc6132fc8e7;6f29c848c2a5013eec8f9f904e174c7b	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030483/mada_2-25.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030483/mada_2-25.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_2-25
PRJEB49093	SAMEA13188741	ERS10792278	ERX8573894	ERR9030484	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_1-20-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-20-illumina	webin-reads-mada_1-20-illumina	10c96a40590ff018a30110e1e9c90bfe;9a7487fe01b3b06594d5915c94aabcfe	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/004/ERR9030484/ERR9030484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/004/ERR9030484/ERR9030484_2.fastq.gz	32d847721582294d542e04cdf4a6d6d4;6e7eb87b23d7440f550e63cd698fcb3a	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030484/mada_1-20.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030484/mada_1-20.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_1-20
PRJEB49093	SAMEA13188768	ERS10792305	ERX8573895	ERR9030485	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	257473	MinION sequencing; Raw reads: R23887-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-R23887-nanopore	webin-reads-R23887-nanopore	eb0493cd834fc4bdb248d8e3c6a2ded0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/005/ERR9030485/ERR9030485.fastq.gz	e6b98e161664f1f53dfc20d3447328c5	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030485/R23887.subsampled.fastq.gz	FASTQ	R23887
PRJEB49093	SAMEA13188661	ERS10792198	ERX8573896	ERR9030486	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1752928	Illumina HiSeq 2500 sequencing; Raw reads: mada_135-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_135-illumina	webin-reads-mada_135-illumina	2654cafe00fa938f23fde03e4f7db929;6dc78204f78c7908d7f0397674f72044	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/006/ERR9030486/ERR9030486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/006/ERR9030486/ERR9030486_2.fastq.gz	66cf1d28134748c6bb0c97c1ac6f6926;c0d1150e6ce769920ef6b3a5e2638593	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030486/mada_135.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030486/mada_135.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_135
PRJEB49093	SAMEA13188736	ERS10792273	ERX8573897	ERR9030487	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_103-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_103-illumina	webin-reads-mada_103-illumina	bc0200413b312da2cf843d73ff0abedc;6f387ab3f3c0ae3ebcbaa33cf3c97443	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/007/ERR9030487/ERR9030487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/007/ERR9030487/ERR9030487_2.fastq.gz	8cb920ebaa003fc2671f93d3e0ee1cc4;a81f566e1adc4d13a135cfc2c7e88099	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030487/mada_103.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030487/mada_103.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_103
PRJEB49093	SAMEA13188758	ERS10792295	ERX8573898	ERR9030488	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	207731	MinION sequencing; Raw reads: R31095-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-R31095-nanopore	webin-reads-R31095-nanopore	423de7b3337142dcb659c50f4f90e255	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/008/ERR9030488/ERR9030488.fastq.gz	47d454968af5dcf7d53249b9ad8b2b13	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030488/R31095.subsampled.fastq.gz	FASTQ	R31095
PRJEB49093	SAMEA13188761	ERS10792298	ERX8573899	ERR9030489	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	74861	MinION sequencing; Raw reads: R27937-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-R27937-nanopore	webin-reads-R27937-nanopore	d1fc878979dcf5489097260a194505d0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/009/ERR9030489/ERR9030489.fastq.gz	681ccd3cc04566b41c625c1f3882d882	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030489/R27937.subsampled.fastq.gz	FASTQ	R27937
PRJEB49093	SAMEA13188696	ERS10792233	ERX8573900	ERR9030490	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_1-5-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-5-illumina	webin-reads-mada_1-5-illumina	b15f2f6fbcb733ea4bb0b9addab4c922;c61677de9c47dec6a2a1acb46630b1e3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/000/ERR9030490/ERR9030490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/000/ERR9030490/ERR9030490_2.fastq.gz	cc0da73b1a73315521233271448c2ea1;706f797260653a5ff5f62bd144d29892	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030490/mada_1-5.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030490/mada_1-5.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_1-5
PRJEB49093	SAMEA13188726	ERS10792263	ERX8573901	ERR9030491	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_1-10-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-10-illumina	webin-reads-mada_1-10-illumina	15baf80521a1fd848cdb8a9f40f8b46f;1a9c1c7018d4c892ddad3c033f6b80db	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/001/ERR9030491/ERR9030491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/001/ERR9030491/ERR9030491_2.fastq.gz	413817d7774a4e307f133cfd1b9f5621;d3c96de2b6c96fdd1be89a1ab2666e3d	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030491/mada_1-10.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030491/mada_1-10.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_1-10
PRJEB49093	SAMEA13188677	ERS10792214	ERX8573902	ERR9030492	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_143-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_143-illumina	webin-reads-mada_143-illumina	a68514f3319ee1d2d8712e5adea54f3b;6507efc26e8c3c8472b555c860e77197	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/002/ERR9030492/ERR9030492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/002/ERR9030492/ERR9030492_2.fastq.gz	c5ee9be00f96d2331de06331b0457014;de76434715ab7116dd7b2a99b806fbd2	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030492/mada_143.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030492/mada_143.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_143
PRJEB49093	SAMEA13188800	ERS10792337	ERX8573903	ERR9030493	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	GridION		SINGLE	WGS	GENOMIC	unspecified	161562	GridION sequencing; Raw reads: 18_0622363-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-18_0622363-nanopore	webin-reads-18_0622363-nanopore	8a26a74652d7d646cf814819d6451e31	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/003/ERR9030493/ERR9030493.fastq.gz	6fddd1d79110cafff091e3fed03dd4a8	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030493/18_0622363.subsampled.fastq.gz	FASTQ	18_0622363
PRJEB49093	SAMEA13188665	ERS10792202	ERX8573904	ERR9030494	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1752928	Illumina HiSeq 2500 sequencing; Raw reads: mada_110-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_110-illumina	webin-reads-mada_110-illumina	580d8bc353b337dfc2f83f2ab50a7340;1a8c09d1f102529e49d1c5fe5a244317	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/004/ERR9030494/ERR9030494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/004/ERR9030494/ERR9030494_2.fastq.gz	e7d86a873968e06a7f420f4bc296f8b4;4ee9f60efb3b88f5029dbd724ba54edf	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030494/mada_110.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030494/mada_110.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_110
PRJEB49093	SAMEA13188680	ERS10792217	ERX8573905	ERR9030495	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_1-33-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-33-illumina	webin-reads-mada_1-33-illumina	ba642c36569a4fc7bd81c30fc643460d;d97392ee18b81c47888ff35df035f055	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/005/ERR9030495/ERR9030495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/005/ERR9030495/ERR9030495_2.fastq.gz	e4fb9cffc2cb439a2182699bd99a47ad;4b99abfe80257917b1dfbeaa65d08649	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030495/mada_1-33.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030495/mada_1-33.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_1-33
PRJEB49093	SAMEA13188698	ERS10792235	ERX8573906	ERR9030496	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_133-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_133-illumina	webin-reads-mada_133-illumina	04572f3cdc5857f5cd74da364e951361;14b6228ea07ebc9fcb91a1604d92d9d9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/006/ERR9030496/ERR9030496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/006/ERR9030496/ERR9030496_2.fastq.gz	b09153f6947cad3b11407cc15e566184;f40b5791c0c41478ad818af067770bf6	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030496/mada_133.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030496/mada_133.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_133
PRJEB49093	SAMEA13188799	ERS10792336	ERX8573907	ERR9030497	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	GridION		SINGLE	WGS	GENOMIC	unspecified	455771	GridION sequencing; Raw reads: 18_0622312-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-18_0622312-nanopore	webin-reads-18_0622312-nanopore	5a754ecd950e1cfc40f38ce74abb9e32	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/007/ERR9030497/ERR9030497.fastq.gz	5921743b1be973e42d9fb169fad8963c	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030497/18_0622312.subsampled.fastq.gz	FASTQ	18_0622312
PRJEB49093	SAMEA13188774	ERS10792311	ERX8573908	ERR9030498	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	125442	MinION sequencing; Raw reads: R28012-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-R28012-nanopore	webin-reads-R28012-nanopore	e8e0a05460eac4377517e40ada65a445	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/008/ERR9030498/ERR9030498.fastq.gz	070f9dedc2bf8136ec25721489ef64cc	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030498/R28012.subsampled.fastq.gz	FASTQ	R28012
PRJEB49093	SAMEA13188699	ERS10792236	ERX8573910	ERR9030500	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_1-16-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-16-illumina	webin-reads-mada_1-16-illumina	0012a965fcaf4198abaedc9a2ec7d77a;e60632188a808f522fdac4026868ca6a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/000/ERR9030500/ERR9030500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/000/ERR9030500/ERR9030500_2.fastq.gz	c00de0fb3204f1c71d74d8798ab77df7;6d86d9a2f349688be5f9c2526b5cd771	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030500/mada_1-16.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030500/mada_1-16.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_1-16
PRJEB49093	SAMEA13188711	ERS10792248	ERX8573911	ERR9030501	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	934475	MinION sequencing; Raw reads: mada_113-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_113-nanopore	webin-reads-mada_113-nanopore	50ea6d48703f1469030047c3f536c8e2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/001/ERR9030501/ERR9030501.fastq.gz	c73fcab74264a8c316848999f27dee55	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030501/mada_113.subsampled.fastq.gz	FASTQ	mada_113
